Lead_Origin,Lead Source,Converted,Total_Visits,Total_Time_Website,Page_Views_Per_Visit,Last_Activity,Current_Occupation,Lead_Quality,Activity_Index,Profile_Index,Free_Copy
API,Google,1,3,746,3,Others,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,2,1393,2,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,3,103,3,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,1,4,1674,4,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,323,2,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Google,0,4,43,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,6,23,3,Email Opened,Unemployed,5,1,2,Yes
Landing Page Submission,Direct Traffic,0,2,345,2,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,267,2,Others,Unemployed,1,2,3,Yes
Lead Add Form,Others,0,0,0,0,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Google,0,4,679,4,Email Opened,Unemployed,3,2,3,No
API,Google,1,2,1565,2,Others,Unemployed,4,2,2,No
Landing Page Submission,Google,0,4,884,4,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,6,1835,6,Email Opened,Working Professional,4,2,3,Yes
API,Google,0,3,1478,3,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,210,2,Email Opened,Other,2,1,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,0,1,84,1,Others,Unemployed,1,3,3,No
Landing Page Submission,Direct Traffic,0,3,509,3,Email Opened,Unemployed,3,2,3,Yes
API,Google,0,3,847,3,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,0,2,1192,2,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Google,1,7,1721,3.5,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Direct Traffic,0,2,70,2,SMS Sent,Unemployed,3,1,2,Yes
Landing Page Submission,Google,0,4,18,4,Email Opened,Unemployed,5,1,3,No
API,Olark Chat,1,1,1635,1,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,1,4,1840,4,SMS Sent,Unemployed,5,2,2,Yes
API,Organic Search,1,2,645,2,SMS Sent,Unemployed,4,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,4,271,4,Email Opened,Unemployed,1,2,2,Yes
Landing Page Submission,Direct Traffic,1,2,384,2,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,1011,3,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,1,2,254,2,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,5,21,5,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,1,8,1508,8,Others,Working Professional,4,2,2,Yes
Landing Page Submission,Direct Traffic,1,1,1459,1,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,1241,2,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,5,215,2.5,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,7,86,1.75,Page Visited on Website,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,407,2,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,300,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,0,5,4,5,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,244,2,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,46,2,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,148,2,Email Opened,Unemployed,1,2,2,Yes
API,Organic Search,0,3,20,3,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,0,2,33,2,SMS Sent,Unemployed,4,2,2,Yes
Landing Page Submission,Organic Search,0,10,1337,5,Email Opened,Unemployed,2,2,2,Yes
API,Olark Chat,1,5,1296,2.5,Olark Chat Conversation,Unemployed,4,2,2,No
Landing Page Submission,Organic Search,1,4,1390,4,Email Opened,Unemployed,5,2,3,Yes
API,Google,0,2,1647,2,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,1,11,1882,2.75,Email Opened,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,1,261,1,Others,Unemployed,1,3,2,Yes
API,Organic Search,0,2,413,2,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,3,106,3,Page Visited on Website,Unemployed,3,2,2,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,3,2,3,No
API,Organic Search,0,6,1,6,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Google,0,6,120,6,Email Opened,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,2,2,2,No
API,Organic Search,0,5,124,5,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,2,141,2,Email Opened,Unemployed,3,2,3,Yes
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,3,No
API,Google,0,2,455,1,Page Visited on Website,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,0,2,263,2,Email Opened,Unemployed,4,1,2,Yes
API,Organic Search,1,9,1573,4.5,Others,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,0,2,1449,2,Others,Unemployed,3,2,3,No
API,Organic Search,1,6,592,3,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
API,Google,1,4,678,2,Email Opened,Unemployed,2,1,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,1,6,1030,6,SMS Sent,Working Professional,4,2,3,Yes
API,Organic Search,0,6,45,3,Olark Chat Conversation,Unemployed,3,1,2,No
Landing Page Submission,Google,1,4,234,4,Others,Working Professional,4,2,3,No
API,Organic Search,1,2,1580,2,Others,Other,4,2,2,No
Landing Page Submission,Google,0,4,1106,4,Others,Unemployed,3,1,3,No
Landing Page Submission,Direct Traffic,0,17,380,2.83,Page Visited on Website,Unemployed,3,2,2,Yes
Landing Page Submission,Google,1,3,401,3,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Google,1,3,535,3,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Direct Traffic,0,3,1419,3,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,8,1232,4,Email Opened,Unemployed,4,2,3,No
API,Olark Chat,1,0,0,0,Olark Chat Conversation,Unemployed,3,3,2,No
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,3,2,3,No
API,Google,1,6,565,6,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Google,1,5,1538,2.5,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Organic Search,0,6,68,6,Email Opened,Unemployed,3,2,3,Yes
API,Google,1,2,1163,2,SMS Sent,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,4,3,2,No
API,Olark Chat,1,4,1137,1.33,Others,Working Professional,4,2,2,Yes
Lead Add Form,Others,1,0,0,0,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,252,2,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,1381,2,Email Opened,Working Professional,2,2,2,Yes
Landing Page Submission,Google,1,8,1342,2.67,SMS Sent,Working Professional,4,3,3,No
Landing Page Submission,Direct Traffic,1,15,1040,3,Email Opened,Unemployed,2,3,3,Yes
Landing Page Submission,Direct Traffic,0,3,173,3,SMS Sent,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,0,20,165,5,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,182,2,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,0,4,114,4,Page Visited on Website,Unemployed,3,2,3,Yes
Landing Page Submission,Organic Search,0,6,136,3,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Organic Search,0,8,203,8,Email Opened,Unemployed,3,2,3,Yes
API,Google,0,4,1534,4,Page Visited on Website,Other,5,2,2,No
Landing Page Submission,Direct Traffic,0,2,389,2,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,1,3,2,No
Landing Page Submission,Direct Traffic,0,4,859,4,Email Opened,Unemployed,3,2,3,Yes
API,Google,0,2,269,2,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,2,267,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,2,1239,2,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Organic Search,0,7,69,7,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Organic Search,0,18,264,6,SMS Sent,Unemployed,3,3,3,Yes
API,Olark Chat,1,2,1122,1,Others,Working Professional,2,2,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,5,2,2,No
API,Direct Traffic,1,8,1271,8,SMS Sent,Unemployed,5,2,2,No
Landing Page Submission,Google,1,27,573,1.93,Page Visited on Website,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,1353,3,Email Opened,Other,2,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,122,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,191,2,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,3,40,3,SMS Sent,Unemployed,4,1,3,Yes
Landing Page Submission,Direct Traffic,0,2,306,2,Others,Unemployed,3,2,3,Yes
API,Organic Search,0,5,903,5,SMS Sent,Unemployed,4,2,2,No
Landing Page Submission,Direct Traffic,0,1,341,1,Others,Unemployed,1,2,3,No
Landing Page Submission,Organic Search,0,3,146,3,Others,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,1,4,141,4,Olark Chat Conversation,Unemployed,4,3,3,No
Landing Page Submission,Organic Search,0,15,1042,15,SMS Sent,Unemployed,4,2,3,Yes
Lead Add Form,Others,1,0,0,0,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,1,4,417,4,Others,Working Professional,2,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,2,1635,2,Page Visited on Website,Unemployed,2,2,3,Yes
Landing Page Submission,Direct Traffic,1,7,1014,3.5,Email Opened,Unemployed,4,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,1087,2,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,2,1019,2,SMS Sent,Working Professional,4,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,1128,3,Email Opened,Working Professional,4,2,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,0,1,40,1,Others,Unemployed,1,1,3,Yes
Landing Page Submission,Direct Traffic,0,4,425,2,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Organic Search,0,12,25,6,Page Visited on Website,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,1,216,1,Others,Unemployed,4,2,3,Yes
Landing Page Submission,Google,0,11,190,3.67,Page Visited on Website,Unemployed,1,3,2,Yes
API,Google,0,8,33,1.6,Email Opened,Unemployed,2,2,3,Yes
API,Google,0,7,859,1.75,SMS Sent,Unemployed,3,2,2,No
API,Organic Search,0,6,100,3,Email Opened,Unemployed,5,2,2,No
Landing Page Submission,Direct Traffic,0,5,38,5,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,5,19,1.25,Others,Unemployed,5,1,2,Yes
Landing Page Submission,Direct Traffic,0,3,294,1.5,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,0,3,88,3,SMS Sent,Unemployed,3,2,3,No
API,Google,0,4,106,4,SMS Sent,Unemployed,3,2,2,No
API,Organic Search,1,4,1074,2,SMS Sent,Unemployed,2,2,2,No
API,Google,0,7,219,7,Olark Chat Conversation,Unemployed,1,3,2,No
Landing Page Submission,Direct Traffic,0,6,386,6,Email Opened,Unemployed,3,2,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Google,1,5,789,5,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Organic Search,1,5,1445,5,SMS Sent,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,1,2,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,0,3,304,1.5,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,7,408,1.75,SMS Sent,Unemployed,3,1,3,Yes
Landing Page Submission,Google,0,1,456,1,Others,Unemployed,3,2,3,No
Landing Page Submission,Google,0,4,137,2,Email Opened,Unemployed,1,1,3,No
Landing Page Submission,Direct Traffic,0,7,162,3.5,SMS Sent,Unemployed,3,1,3,Yes
Landing Page Submission,Direct Traffic,0,5,406,5,SMS Sent,Unemployed,3,2,3,Yes
API,Organic Search,0,2,44,1,Olark Chat Conversation,Unemployed,3,2,2,No
Landing Page Submission,Google,1,2,1608,2,Others,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,0,2,404,2,Email Opened,Unemployed,1,2,3,Yes
API,Olark Chat,0,0,0,0,Others,Unemployed,1,2,2,No
Landing Page Submission,Google,0,7,600,2.33,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,327,2,Email Opened,Unemployed,3,3,3,Yes
Landing Page Submission,Organic Search,0,4,5,4,SMS Sent,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,1,4,1070,4,SMS Sent,Unemployed,4,2,2,Yes
API,Olark Chat,0,0,0,0,Others,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,5,1578,5,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Organic Search,0,8,193,8,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,1,3,32,3,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,446,1,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,149,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,1368,1.5,Page Visited on Website,Unemployed,4,2,2,Yes
Landing Page Submission,Direct Traffic,0,13,207,3.25,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,336,1,Others,Unemployed,3,1,2,Yes
Landing Page Submission,Direct Traffic,1,2,823,2,Email Opened,Unemployed,5,2,3,Yes
API,Organic Search,0,2,228,2,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,3,389,3,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,5,131,1.25,Page Visited on Website,Unemployed,1,3,3,Yes
Landing Page Submission,Direct Traffic,1,2,1019,2,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,1,7,229,3.5,Others,Other,2,2,2,Yes
Landing Page Submission,Direct Traffic,1,7,330,7,SMS Sent,Unemployed,4,2,3,Yes
API,Olark Chat,1,0,0,0,Email Opened,Other,2,2,1,No
Landing Page Submission,Google,1,2,100,2,Email Opened,Unemployed,2,2,3,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,4,304,1.33,Page Visited on Website,Unemployed,1,3,3,Yes
Landing Page Submission,Organic Search,0,3,828,3,Email Opened,Unemployed,3,1,3,Yes
Landing Page Submission,Direct Traffic,0,6,324,3,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,1,2,No
Landing Page Submission,Direct Traffic,0,5,568,2.5,SMS Sent,Unemployed,3,2,3,Yes
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,4,3,2,No
Landing Page Submission,Google,0,4,30,4,Olark Chat Conversation,Unemployed,1,2,3,No
API,Organic Search,1,3,2253,3,Email Opened,Unemployed,2,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Unemployed,5,2,2,No
Landing Page Submission,Google,1,2,1041,2,SMS Sent,Unemployed,3,2,3,No
Lead Add Form,Reference,1,1,145,1,Email Opened,Working Professional,5,2,3,Yes
Landing Page Submission,Direct Traffic,0,4,74,4,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,7,397,7,Others,Unemployed,3,3,3,Yes
API,Google,0,2,250,2,Email Opened,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Organic Search,0,2,330,2,Others,Working Professional,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,5,439,1.67,Email Opened,Working Professional,2,2,3,No
Landing Page Submission,Direct Traffic,0,2,198,2,Email Opened,Unemployed,3,2,3,Yes
Lead Add Form,Reference,1,0,0,0,SMS Sent,Unemployed,3,2,3,No
API,Organic Search,0,3,718,3,Others,Unemployed,3,2,2,No
Landing Page Submission,Google,1,4,321,4,SMS Sent,Working Professional,4,2,3,No
Landing Page Submission,Google,0,4,1029,4,SMS Sent,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,11,594,3.67,Email Opened,Unemployed,3,2,2,Yes
API,Olark Chat,0,0,0,0,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Google,0,4,27,2,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,488,2,SMS Sent,Unemployed,1,2,2,Yes
API,Organic Search,0,5,47,5,Email Opened,Unemployed,2,1,2,No
Landing Page Submission,Organic Search,0,3,1168,3,Email Opened,Unemployed,5,2,3,Yes
Lead Add Form,Reference,1,0,0,0,Email Opened,Unemployed,3,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,1,0,0,0,Email Opened,Other,1,3,2,No
Landing Page Submission,Direct Traffic,0,2,15,2,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,90,2,Olark Chat Conversation,Unemployed,3,3,3,No
Landing Page Submission,Direct Traffic,0,2,1566,2,Email Opened,Unemployed,3,2,3,Yes
API,Direct Traffic,0,5,559,5,Olark Chat Conversation,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,1,3,1325,1.5,Email Opened,Unemployed,3,2,3,No
Lead Add Form,Others,1,0,0,0,Others,Unemployed,3,2,3,No
API,Google,1,2,2170,1,SMS Sent,Unemployed,5,2,3,No
Landing Page Submission,Google,0,6,1377,6,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,1,4,1146,2,Email Opened,Working Professional,2,2,3,Yes
Landing Page Submission,Google,0,7,130,1.4,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,2,245,2,SMS Sent,Unemployed,4,2,3,Yes
Landing Page Submission,Organic Search,0,4,271,4,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,3,471,3,Others,Unemployed,1,2,2,No
Landing Page Submission,Direct Traffic,1,3,230,3,Email Opened,Unemployed,4,2,3,Yes
Landing Page Submission,Google,0,2,63,2,Others,Unemployed,3,1,3,No
Landing Page Submission,Organic Search,1,6,1713,6,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Google,0,4,447,4,Others,Unemployed,1,2,2,Yes
Landing Page Submission,Google,0,8,1361,2.67,SMS Sent,Unemployed,3,2,3,Yes
API,Google,0,2,239,1,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,3,325,3,Email Opened,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,5,1298,5,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Google,0,2,1124,2,SMS Sent,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,1,2,69,2,SMS Sent,Unemployed,5,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,1465,1,Others,Unemployed,1,2,2,Yes
Landing Page Submission,Google,0,3,663,3,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,1,3,1372,3,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Google,1,5,1464,5,Email Opened,Working Professional,4,2,2,No
Landing Page Submission,Organic Search,0,7,176,7,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,6,168,3,Email Opened,Unemployed,1,2,3,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,1,4,1192,4,Email Opened,Unemployed,3,2,3,No
Landing Page Submission,Direct Traffic,0,2,1094,2,Email Opened,Unemployed,3,2,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,1,3,2,No
Landing Page Submission,Organic Search,0,8,39,2.67,Page Visited on Website,Unemployed,1,3,3,Yes
Landing Page Submission,Direct Traffic,0,2,783,2,Email Opened,Unemployed,1,2,3,Yes
Landing Page Submission,Direct Traffic,0,1,49,1,Others,Other,1,3,3,Yes
Landing Page Submission,Direct Traffic,1,2,138,2,Others,Unemployed,4,2,3,Yes
Landing Page Submission,Organic Search,0,8,327,2.67,SMS Sent,Unemployed,3,2,2,Yes
Landing Page Submission,Google,0,5,46,5,Email Opened,Unemployed,3,2,3,No
API,Organic Search,0,7,1055,7,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,0,3,271,3,Email Opened,Unemployed,3,2,3,Yes
API,Organic Search,0,4,1645,4,Email Opened,Unemployed,3,2,2,Yes
Landing Page Submission,Direct Traffic,0,2,1740,2,SMS Sent,Unemployed,3,1,3,Yes
Landing Page Submission,Direct Traffic,0,4,709,2,Others,Other,3,2,3,No
API,Google,1,3,432,1.5,SMS Sent,Unemployed,2,2,3,No
API,Organic Search,1,5,726,5,Email Opened,Unemployed,2,3,2,No
API,Organic Search,0,3,1709,3,SMS Sent,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,1,869,1,Others,Unemployed,3,2,3,Yes
Landing Page Submission,Google,0,2,391,2,Others,Unemployed,1,1,3,No
Landing Page Submission,Direct Traffic,0,2,660,2,Email Opened,Other,1,2,3,Yes
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,2,2,No
API,Organic Search,0,11,496,3.67,Email Opened,Unemployed,3,2,2,No
API,Google,1,5,952,5,Email Opened,Unemployed,5,2,3,No
Landing Page Submission,Direct Traffic,0,4,373,4,Others,Unemployed,4,2,3,Yes
API,Direct Traffic,0,7,5,7,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Google,1,5,68,2.5,Others,Unemployed,4,2,3,No
Landing Page Submission,Direct Traffic,1,1,1245,1,Others,Unemployed,2,2,3,Yes
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,3,2,No
Landing Page Submission,Direct Traffic,0,5,87,5,Email Opened,Unemployed,3,2,3,Yes
API,Google,0,2,121,2,Olark Chat Conversation,Unemployed,3,2,2,No
API,Olark Chat,0,0,0,0,Olark Chat Conversation,Unemployed,3,3,2,No
API,Olark Chat,0,0,0,0,Email Opened,Unemployed,3,2,2,No
Landing Page Submission,Direct Traffic,1,5,1467,5,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,0,4,455,2,SMS Sent,Unemployed,3,2,3,Yes
Landing Page Submission,Direct Traffic,1,3,278,1.5,Page Visited on Website,Working Professional,2,2,3,Yes
Landing Page Submission,Google,1,4,1341,4,SMS Sent,Unemployed,5,2,3,No
